Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Printer Labels,Hidden,Non-revenue item
W21XHD71AVQKP,Tyler Glassman Hammer,,199.0,Fixed,,DEFAULT,125.0,200436119905,,,1,,No,No
9M30FPYQ4NDGA,Tyler Glassman Worked Sherlock,,169.0,Fixed,,DEFAULT,90.0,200438116902,,,0,,No,No
QWXY8YMK8WRFW,"Biohazard Hooked 14""",,79.0,Fixed,,DEFAULT,25.0,200443179008,,,0,,No,No
AXYYVCNCVH3XA,Mohawk Glass 14mm Slide Fume,,39.0,Fixed,,DEFAULT,20.0,200446139009,,,2,,No,No
JERBAZFWJY9F4,Blink Concentrate Kit,,19.99,Fixed,,DEFAULT,12.0,200449139006,CP-KIT-BLK-GLB,,-1,,No,No
Z7WZX3907AR76,OG Filter Tips,,5.0,Fixed,,DEFAULT,0.0,200454105003,OG-TIPS-BLNK,,1,,No,No
RT00PTPCRYZ22,Lab 2000 Scale,,29.99,Fixed,,DEFAULT,9.99,2020031220015,,,2,,No,No
7XG12EADSVT1Y,Viper 100 Digital Scale,,24.99,Fixed,,DEFAULT,8.75,4790235806367,SUPERIOR-BALANCE-VIPER-100,,8,,No,No
7C08YYHNRP7JA,Triple 7 Digital Scale,,25.0,Fixed,,DEFAULT,3.25,878285001292,,,3,,No,No
183QMK72VEH56,Mystery Spoon,,39.0,Fixed,,DEFAULT,0.0,200470139006,,,0,,No,No
X6J782B07P4YW,Mystery Hammer Bub,,69.0,Fixed,,DEFAULT,0.0,200473169000,,,1,,No,No
EDBKDJ586W6FP,Jester Spoon Lrg,,35.0,Fixed,,DEFAULT,15.0,200479135009,,,2,,No,No
E7J1GQ5N9TB9T,Jester Spoon Med,,29.0,Fixed,,DEFAULT,10.0,200483129001,,,2,,No,No
4ZFX5E02TN0GM,Jester Spoon Sm,,20.0,Fixed,,DEFAULT,10.0,200485120006,,,-32,,No,No
PP47R1P0JP8HE,Magic Flight Launch Box,,119.99,Fixed,,DEFAULT,65.0,696859191916,,,2,,No,No
MV82ZKCPMRN30,Cloud White,,70.0,Fixed,,DEFAULT,32.0,200497170006,,,0,,No,No
R6CQP1GWZWPYT,Cloud Green,,70.0,Fixed,,DEFAULT,32.0,200493170000,,,0,,No,No
WD3XWY4NMBD6J,Cloud Silver,,70.0,Fixed,,DEFAULT,32.0,200491170002,,,0,,No,No
2Q76E06ZJ0EYC,Cloud Red,,70.0,Fixed,,DEFAULT,32.0,200517170009,,,0,,No,No
8EGTSYCBH8FR6,Cloud Blue,,70.0,Fixed,,DEFAULT,32.0,637813829674,,,0,,No,No
E01HXSDDFKE0R,USB Thumb Charger 510 Thread,,4.99,Fixed,,DEFAULT,2.5,200524104998,,,8,,No,No
42DYB7GERA4A4,Pez Spoon Silver and Gold Fume Large,,45.0,Fixed,,DEFAULT,20.0,200529145002,,,1,,No,No
RKN489TF3Q7J6,Pez Spoon Silver and Gold Fume Medium,,35.0,Fixed,,DEFAULT,15.0,200531135008,,,5,,No,No
2KMZEARYA8FGT,Pez Spoon Silver and Gold Fume Small,,30.0,Fixed,,DEFAULT,13.0,200533130001,,,1,,No,No
4CCQ03SVTYFZP,Pez Spoon - Small,,30.0,Fixed,,DEFAULT,13.0,200535130009,,,2,,No,No
1AV2CYP7Z9T5M,Arizer Solo Bent Mouthpiece,,12.99,Fixed,,DEFAULT,7.0,200564115008,,,-1,,No,No
PEWBFKT6GFQHP,Arizer Solo Straight Mouthpiece,,12.99,Fixed,,DEFAULT,7.0,200565115007,,,0,,No,No
R21E8PDY58BCC,Arizer Extreme Q Elbow Adapter,,12.99,Fixed,,DEFAULT,5.99,075678340628,,,1,,No,No
RRHJDHMF1E1H4,Sutra Cloud Atomizer,,14.99,Fixed,,DEFAULT,6.5,101050626377,,,-1,,No,No
GB4PVVZRMXHHT,Kanger EVOD Tank,,8.0,Fixed,,DEFAULT,3.5,200574108007,SV-KANG-EVOD-1.8,,6,,No,No
9EFG5TN0SP6KP,EJMIX,,29.0,Fixed,,DEFAULT,0.0,863430000008,,,-1,,No,No
Q2BAVHY3ZR8ZJ,E-cig Case Red Large,,9.99,Fixed,,DEFAULT,4.95,200579109993,,,5,,No,No
0892EZZRKG8M2,E-cig Case Pink Large,,9.99,Fixed,,DEFAULT,4.95,200582109997,,,1,,No,No
Y9C7ENENF2HDP,E-cig Case Blue Large,,9.99,Fixed,,DEFAULT,4.95,200585109994,,,0,,No,No
C2GGG8F436W4E,E-cig Case Black Small,,6.99,Fixed,,DEFAULT,3.95,200585109994,,,0,,No,No
CZ34VYVNGC8X0,Hive 10mm Nail,,45.0,Fixed,,DEFAULT,17.5,040232128844,,,0,,No,No
560PRJVF8Z434,Hive 14/18mm Two-piece Domeless Nail,,75.0,Fixed,,DEFAULT,35.0,040232128752,,,1,,No,No
9E76ZV8MGC1VY,Hive 14/18 Replacement Dish,,25.0,Fixed,,DEFAULT,10.0,040232128769,,,4,,No,No
KPDV8H0D1891Y,Hive 14mm Nail,,50.0,Fixed,,DEFAULT,20.0,040232128837,,,2,,No,No
PAH9HST70TXYT,Hive Carb Cap w/Stinger,,60.0,Fixed,,DEFAULT,27.5,040232128714,,,1,,No,No
HZ9178FP4NEBJ,Hive 14mm Quave Club Banger,,89.0,Fixed,,DEFAULT,40.0,040232146015,,,0,,No,No
QSDGZRPSC4MQP,Hive Quave Banger Replacement Arm,,45.0,Fixed,,DEFAULT,20.0,040232146022,,,2,,No,No
73X53DRYET7TP,Scrubby Wrap & Rake,,29.0,Fixed,,DEFAULT,12.0,200624129006,,,0,,No,No
J07JN2AGZDZ62,Crazylegs Fume and Opal Mini,,35.0,Fixed,,DEFAULT,16.0,200629135002,,,2,,No,No
T3SHA7ZGYW0KT,Crazylegs Frit Small,,29.0,Fixed,,DEFAULT,17.0,200870129003,,,0,,No,No
SN1919ZAF9TN4,Crazylegs Fume and Opal Small,,39.0,Fixed,,DEFAULT,17.0,200636135002,,,-3,,No,No
XTHFCKNVJQDQE,Boveda Sm. Pop Top w/62% pack,,2.0,Fixed,,DEFAULT,1.0,200644102003,,,-20,,No,No
V3TYJ8NVTXFG6,Boveda Large 62% Pack,,6.99,Fixed,,DEFAULT,3.3,850661003182,,,-13,,No,No
9H3T1D9K9X4X4,Blink E-cig Kit,,29.99,Fixed,,DEFAULT,5.99,200661129991,,,1,,No,No
RVH6VART8QQAY,Blink Ceramic 14/18 Nail Male,,20.0,Fixed,,DEFAULT,2.5,200664130000,,,5,,No,No
HQZ4JPFFJCB4T,Blink Ceramic Carb Cap,,19.99,Fixed,,DEFAULT,2.5,200666120009,,,-8,,No,No
274FZ0GE0CAP6,Blink Ceramic 14/18 Nail Female,,20.0,Fixed,,DEFAULT,2.5,200668130006,,,5,,No,No
N04SW498BXJ5G,Glass Globe,,11.99,Fixed,,DEFAULT,3.0,200675111999,VAPORNATION-GLOBE,,5,,No,No
R820J5KWMG8RA,Pro Tank 2,,22.0,Fixed,,DEFAULT,0.0,PROTANK-2-SL,,,0,,No,No
ANHBBKZW6HRKR,Lotus USB Car Adapter,,5.0,Fixed,,DEFAULT,2.0,617037043315,,,6,,No,No
7YQTMYRAJ8D86,Filler Bottle,,1.25,Fixed,,DEFAULT,0.0,200695101253,,,17,,No,No
KR21XP1N0RBC4,Mohawk Glass Spoon Air Trap,,35.0,Fixed,,DEFAULT,15.0,200709135007,,,0,,No,No
EJXEC0N8Y4J72,Mohawk Glass Spoon Frit,,35.0,Fixed,,DEFAULT,15.0,200711135002,,,1,,No,No
3T39PETH6SMSP,Mohawk Glass Hammer w/Horn Fume,,65.0,Fixed,,DEFAULT,30.0,200715165005,,,1,,No,No
4HFPGVFENG996,Mohawk Glass Slide -,,35.0,Fixed,,DEFAULT,15.0,200718135005,,,3,,No,No
ZSBB3SVW1779T,Grinder EZ Grind Standard Finish 56mm,,34.99,Fixed,,DEFAULT,11.0,201088135008,GSM-EZG-56MM,,0,,No,No
SC7BW3Q99K21E,Grinder EZ Grind Standard Finish 75mm,,45.0,Fixed,,DEFAULT,15.0,200725145004,GSM-EZG-75MM,,0,,No,No
5VC3JJTZ3AGKY,Grinder EZ Grind Standard Finish 63mm,,39.0,Fixed,,DEFAULT,12.0,201089139005,GSM-EZG-63MM,,2,,No,No
DYRPH1QN4V81C,Grinder EZ Grind Standard Finish 50mm,,29.0,Fixed,,DEFAULT,10.0,200729129000,GSM-EZG-50MM,,-12,,No,No
63Y47C0AFG2DJ,Grinder EZ Grind Standard Finish 43mm,,24.99,Fixed,,DEFAULT,8.0,200731125007,GSM-EZG-43MM,,0,,No,No
2TA8C0C3KZS9P,Grinder Diamond Grind Standard Finish 75mm,,55.0,Fixed,,DEFAULT,23.0,200733155002,,,0,,No,No
BDNE2MGZARPXT,Grinder Diamond Grind Standard Finish 63mm,,49.0,Fixed,,DEFAULT,21.0,200735149009,,,0,,No,No
1E5TJFQSZEKS0,Grinder Diamond Grind Standard Finish 56mm,,45.0,Fixed,,DEFAULT,18.0,200737145009,,,0,,No,No
SZDVQHBDWMTGR,Grinder Diamond Grind Standard Finish 50mm,,39.0,Fixed,,DEFAULT,16.0,200739139006,,,-1,,No,No
53QC1HF9WT25P,Grinder Diamond Grind Anodized 40mm,,39.99,Fixed,,DEFAULT,13.0,201765139008,GSM-DGR-40MM-ANO,,0,,No,No
DA5W23EJWXGH4,Mcfly Fume Bub,,840.0,Fixed,,DEFAULT,475.0,200754150000,,,1,,No,No
CDQE2869GS08P,Mcfly Heady Spoon,,69.0,Fixed,,DEFAULT,35.0,200757169009,,,0,,No,No
MC4KFVYGVKXH4,Roor Phunky Pheel Tip,,6.29,Fixed,,DEFAULT,2.5,200762108000,cnt-09-03,,63,,No,No
45V4EK7A6CQYW,Slate Glass Spoon Frit,,30.0,Fixed,,DEFAULT,15.0,200779130001,,,1,,No,No
81FXRRMEHEG2C,Slate Glass Spoon Amber Tubing,,25.0,Fixed,,DEFAULT,10.0,200780125003,,,0,,No,No
EWYMYYK9ZJP7C,Slate Glass Tube w/Inline Perc,,250.0,Fixed,,DEFAULT,100.0,200782117907,,,0,,No,No
RXYAT4MAC41SW,David James Small Dichro Spoon,,39.0,Fixed,,DEFAULT,17.5,200790139007,,,0,,No,No
GN3HPC30SC05E,David James Large Dichro Spoon,,65.0,Fixed,,DEFAULT,30.0,200792165004,,,1,,No,No
1B6A3HR6Z4YGG,David James Small I/O Spoon,,29.99,Fixed,,DEFAULT,15.0,200794135005,,,0,,No,No
KTNG3S12C03MC,David James Dichro Face Spoon,,49.0,Fixed,,DEFAULT,25.0,200801149001,,,0,,No,No
Q2T22DPF92YCY,Gas Pump 14mm F,,79.99,Fixed,,DEFAULT,40.0,205296179991,,,0,,No,No
R4D3TQBQCQQGR,Gas Pump 14mm M,,79.99,Fixed,,DEFAULT,40.0,205297179990,,,0,,No,No
9PZGVH34EHND8,Gas Pump 18mm M,,79.99,Fixed,,DEFAULT,40.0,205294179993,,,1,,No,No
Z6X6KBHCCC5NC,Gas Pump 10mm F,,79.99,Fixed,,DEFAULT,40.0,205295179992,,,1,,No,No
MWDF8ZJM9H8WM,Kris Solfiell Fume Bubbler,,59.0,Fixed,,DEFAULT,25.0,200842155009,,,1,,No,No
KW7BAAVXMM0ZP,Kris Solfiell Colored Tubing Bub,,55.0,Fixed,,DEFAULT,25.0,200841155000,,,2,,No,No
F4E7MGYAAJ8G2,Kris Solfiell White Chillum,,25.0,Fixed,,DEFAULT,12.0,200827155000,,,0,,No,No
8XP11RZMWX05E,Kris Solfiell White Spoon,,29.0,Fixed,,DEFAULT,12.5,200844129008,,,0,,No,No
FXABA7JM7D3CM,Kris Solfiell 14mm Slide,,29.0,Fixed,,DEFAULT,12.5,200839129006,,,0,,No,No
JK62168GGXKHY,Kris Solfiell Black Spoon,,29.0,Fixed,,DEFAULT,12.5,200840129002,,,2,,No,No
B2P6XE06P43VE,Kris Solfiell Frit Spoon,,29.0,Fixed,,DEFAULT,12.0,200850129009,,,1,,No,No
WR77G236NDZTE,Kris Solfiell Fume Wrap & Rake Spoon,,29.0,Fixed,,DEFAULT,12.0,200853129006,,,0,,No,No
6ADNGD6V0NY6A,Kris Solfiell Wrap & Rake Spoon,,29.0,Fixed,,DEFAULT,12.0,200855129004,,,0,,No,No
5A0K0ASCETDSC,Kris Solfiell Black Chillum,,25.0,Fixed,,DEFAULT,12.0,200861125007,,,-1,,No,No
PE6BQFKVYAGCP,Crazylegs Fume Small,,35.0,Fixed,,DEFAULT,17.0,200631129006,,,4,,No,No
RHJXZ37919RXM,Crazylegs Wrap & Rake Small,,29.0,Fixed,,DEFAULT,17.0,200868129008,,,0,,No,No
3PRJHTVWZFXQR,Crazylegs Sherlock Small,,30.0,Fixed,,DEFAULT,15.0,200878130001,,,1,,No,No
PHJN8Z2A8BD5M,Mike Vaughn Clear Spoon,,19.0,Fixed,,DEFAULT,7.5,200773119002,,,5,,No,No
FNMWB38N65N44,Mike Vaughn Fume Spoon,,25.0,Fixed,,DEFAULT,10.0,200884125008,,,0,,No,No
9D6W6G992HNCC,Mike Vaughn Clear Sherlock,,25.0,Fixed,,DEFAULT,10.0,200886125006,,,-1,,No,No
3KXA36XE1GBYG,Mike Vaughn Pendant,,25.0,Fixed,,DEFAULT,10.0,200891125008,,,1,,No,No
KDMSBRAW53APW,Stay+Lit Protank 3 Clone,,16.99,Fixed,,DEFAULT,8.0,200894116997,,,9,,No,No
Q7HX8PXKFQR7T,Kanger Genitank Mega,,29.99,Fixed,,DEFAULT,17.0,201631129997,,,1,,No,No
MB6P2712EBSD6,Kanger Genitank Giant,,32.99,Fixed,,DEFAULT,17.0,200901132996,,,4,,No,No
8VPR00E51DJNR,Kanger Genitank Mini,,27.99,Fixed,,DEFAULT,17.0,200906127997,,,-1,,No,No
F3M60Z4AN9ZXY,"Hitman 14"" Tube X Cookies",,329.0,Fixed,,DEFAULT,168.78,200913132908,,,0,,No,No
N0J0K6VXJ6ET0,Crazylegs Can Rig Small,,75.0,Fixed,,DEFAULT,30.0,200917175000,,,0,,No,No
QKJK1RW08XKQ2,Jomo,,65.0,Fixed,,DEFAULT,33.33,200920165005,,,0,,No,No
YMQZA9PKFWKAE,Davinci Ascent Portable Vaporizer,,249.0,Fixed,,DEFAULT,0.0,911311125576,,,0,,No,No
KF2NB2AFZGFTA,Davinci Ascent U-Water Tool Adapter,,34.95,Fixed,,DEFAULT,0.0,911311126016,,,2,,No,No
ZV8EFEFTDK3CE,Davinci Ascent Car Charger,,19.95,Fixed,,DEFAULT,0.0,700371889555,,,0,,No,No
DPQVYRV7NE9Y6,Davinci Ascent Internal Glass Set,,12.95,Fixed,,DEFAULT,0.0,911311125880,,,1,,No,No
4MJ1VJJYGDNM0,Davinci Ascent Oil Jars,,9.95,Fixed,,DEFAULT,0.0,911311125712,,,2,,No,No
B041X43HKJQ40,Peter Parker Spoon,,24.99,Fixed,,DEFAULT,10.0,200939125007,,,-1,,No,No
HNEEBJ0BFPN92,Peter Parker Sea Glass Pendant,,25.0,Fixed,,DEFAULT,10.0,200941125002,,,1,,No,No
TWXXH4BS50N9J,Peter Parker Full Color Sherlock,,69.0,Fixed,,DEFAULT,40.0,200943169004,,,0,,No,No
7T24KYJF1ZFB0,Teak Dugout w/bat,,19.99,Fixed,,DEFAULT,9.5,200953125007,,,5,,No,No
Q5VNQWBFW4FT8,Arizer Extreme Q Vaporizer,,199.99,Fixed,,DEFAULT,100.99,628078800034,GREENLANE-ARIZER,,0,,No,No
EE3DHGEH5C064,Arizer V-Tower Vaporizer,,149.99,Fixed,,DEFAULT,85.0,200964114991,,,0,,No,No
Z4Z3A1DC3Q3XE,Arizer Solo Vaporizer,,199.99,Fixed,,DEFAULT,115.0,200972122902,,,-3,,No,No
MNGDDP7FF24Q6,KangerTech KBox Box Mod,,49.0,Fixed,,DEFAULT,20.0,200976149004,,,0,,No,No
Z1AM1GBKK7Q3T,Kamry K100 Telescopic Mod,,44.99,Fixed,,DEFAULT,19.0,200979144990,,,2,,No,No
W673QKD1640K0,Fuhatten Mod,,35.99,Fixed,,DEFAULT,15.0,200982135992,,,2,,No,No
PTD3JDH7G0TZG,Easy Vape Deluxe Vaporizer,,89.99,Fixed,,DEFAULT,36.0,200985189992,,,0,,No,No
7HPS7MZPA56QA,Blazer Big Shot Torch,,69.99,Fixed,,DEFAULT,40.0,853059001739,HSW-11138,,0,,No,No
J100JJW5X2SYW,Pax 2/3 Screen Set,,9.99,Fixed,,DEFAULT,5.8,819913011450,,,-8,,No,No
9AR41TN8TWBD4,Blink Dragon Scale Bubbler,,29.99,Fixed,,DEFAULT,11.0,200995129995,,,1,,No,No
2EKE8A1PS82WP,Blink Two-tone Swirl Bubbler,,25.0,Fixed,,DEFAULT,12.0,200998125000,,,-1,,No,No
VT851BKGMTY3M,Blink $11.99 Spoon,,11.99,Fixed,,DEFAULT,4.5,201002111996,,,-1,,No,No
5NP7PZNZW19DP,Blink $9.99 Spoon,,9.99,Fixed,,DEFAULT,3.5,201005109990,,,-34,,No,No
9J6KQB72K5R26,Blink $18.99 Spoon,,18.99,Fixed,,DEFAULT,4.5,201008118999,,,-4,,No,No
DYTXN0J7VQ9NE,Bee Line Hempwick - Thick - 200',,19.99,Fixed,,DEFAULT,11.5,845772006887,,,2,,No,No
3JVYPGSS125KY,Blink Martini Downstems w/grommet,,8.99,Fixed,,DEFAULT,1.5,201013108992,BIO-SLD-02172,,-16,,No,No
WY8X6SQVWPD50,Damsel Glass Sherlock w/Dichro Medium,,45.0,Fixed,,DEFAULT,20.0,201016145000,,,0,,No,No
JM7WRRCZZK7BM,Damsel Glass Sherlock w/Dichro Small,,39.99,Fixed,,DEFAULT,20.0,201018139007,,,0,,No,No
H71W633N2TSJ2,Aspire Premium Kit,,59.99,Fixed,,DEFAULT,56.25,201040189001,,,0,,No,No
F15Y7FSQ0WAQT,Aspire Atlantis 2ml Tank,,44.99,Fixed,,DEFAULT,22.49,201061144997,,,1,,No,No
H55M2XXD82NM2,Aspire Nautilus 5ml Tank,,29.99,Fixed,,DEFAULT,17.5,849660000018,,,-1,,No,No
25WARAYB1KDD8,Aspire Nautilus Atomizer 5-Pack 1.6,,19.99,Fixed,,DEFAULT,13.2,849660010642,,,-1,,No,No
DRZWZ78Q6TDTW,Innokin iTaste MVP 2.0 20W 2600mah,,29.99,Fixed,,DEFAULT,25.99,201054149992,VN-BM-MVP2,,-1,,No,No
ZW50498ZB7NC6,Innokin iTaste MVP V3.0 30W 3800mah,,39.99,Fixed,,DEFAULT,39.99,201065179995,VN-BM-MVP3,,2,,No,No
JAFYYEKWRES4T,Innokin iTaste VV4-M 15W 1000mah,,29.99,Fixed,,DEFAULT,24.99,201052149994,,,1,,No,No
MJDKXT09P6KNR,"Screens 10-Pack 1/2""",,1.87,Fixed,,DEFAULT,0.75,201056101998,,,0,,No,No
3DBZWTRYXA9Q4,"Screens 10-Pack 3/4""",,1.87,Fixed,,DEFAULT,0.75,201083101879,,,-96,,No,No
JND29R4VXG45M,Smoke Odor Exterminator Clothesline Fresh,,9.99,Fixed,,DEFAULT,4.32,734366019511,,,2,,No,No
2T2P2MGJXJ6ST,Smoke Odor Exterminator Rasta Love,,9.99,Fixed,,DEFAULT,4.32,734366043837,,,0,,No,No
25EY9FBF5P83A,Smoke Odor Exterminator Bermuda Beach,,9.99,Fixed,,DEFAULT,4.32,734366021088,,,1,,No,No
QAVPWNMJH487W,Smoke Odor Exterminator Creamy Vanilla,,9.99,Fixed,,DEFAULT,4.32,734366037232,,,0,,No,No
GME95KJRTN904,Grinder Diamond Grind Anodized 50mm,,44.99,Fixed,,DEFAULT,14.0,201092139009,GSM-DGR-50MM-ANO,,0,,No,No
S5X98EXAN7S4T,Grinder Diamond Grind Anodized 56mm,,49.99,Fixed,,DEFAULT,16.0,201094145008,GSM-DGR-56MM-ANO,,0,,No,No
SSWG895W4G5M2,Grinder Diamond Grind Standard Finish 40mm,,35.0,Fixed,,DEFAULT,14.0,200741135003,,,0,,No,No
JCCXVXH31A8AR,Bio Gandalf,,24.99,Fixed,,DEFAULT,13.0,201104119999,BIO-SHE-00851-,,2,,No,No
H7K472TWAM4F8,Blink Dugout,,9.99,Fixed,,DEFAULT,1.99,201107109997,,,-3,,No,No
FDQ6XZWDTWSF8,Blink Titanium Nail 14/18 M/F,,49.99,Fixed,,DEFAULT,17.99,201110149997,,,1,,No,No
2P70RK5J9XHKJ,Stash Can A&W Root Beer,,9.99,Fixed,,DEFAULT,2.75,,,,0,,No,No
29DXTGW7HNV2J,Stash Can Mountain Dew,,9.99,Fixed,,DEFAULT,2.75,201122109996,,,1,,No,No
T5G8S0039HJ68,Stash Can Monster,,14.99,Fixed,,DEFAULT,6.99,070847811169,,,1,,No,No
J8K8MD5B9H452,Stash Can Blatz Beer,,9.99,Fixed,,DEFAULT,2.75,073360807510,,,3,,No,No
8R5VM1R8ZZ3Z4,Mass Pipes Dropdown,,39.99,Fixed,,DEFAULT,20.0,201126139999,,,2,,No,No
5ASQPPQAKE8P6,Mass Pipes Bubbler Wrap & Rake,,64.99,Fixed,,DEFAULT,30.0,201129164998,,,1,,No,No
AR8K2BH5N16W6,Mass Pipes Bubbler Hammer,,44.99,Fixed,,DEFAULT,20.0,203596144992,,,0,,No,No
ZPRPAVPS5M8KW,Mass Pipes Recylcer,,199.99,Fixed,,DEFAULT,85.0,201136119998,,,0,,No,No
DE3RJV2F5B04T,Mass Pipes Slide 19mm Twist Push,,29.99,Fixed,,DEFAULT,14.0,201141129999,,,2,,No,No
6CZJ7BS6PS698,Mass Pipes Slide 14mm Reversal Push,,39.99,Fixed,,DEFAULT,18.0,201143139996,,,0,,No,No
X232V4CYB7J3P,Mass Pipes Slide 14mm Reversal Martini,,44.99,Fixed,,DEFAULT,20.0,201145144998,,,2,,No,No
HZKXMPDAGCXGW,Mass Pipes Showerhead Rig,,99.99,Fixed,,DEFAULT,40.0,201147199996,,,-6,,No,No
ZCTECE85C3CZ4,Mass Pipes Minitube Rig,,119.0,Fixed,,DEFAULT,55.0,201150111909,,,0,,No,No
MPWF7NMQSY8MP,Mass Pipes Onie,,6.99,Fixed,,DEFAULT,3.0,201154106994,,,-6,,No,No
QK1P4MC11NZAJ,Mass Pipes Spoon Sports,,49.99,Fixed,,DEFAULT,25.0,290295081840,,,0,,No,No
Y31FREPVM55PM,Mass Pipes Spoon Five Color Frit,,35.0,Fixed,,DEFAULT,14.0,201159135005,,,-1,,No,No
9EZTMTSYQKN3A,Mass Pipes Spoon Coilpot,,39.0,Fixed,,DEFAULT,18.0,201161139008,,,1,,No,No
F18SM235V8VW8,Mass Pipes Spoon Wrap & Rake,,25.0,Fixed,,DEFAULT,9.0,201163144994,,,2,,No,No
DKH95D775BZPM,Mass Pipes Chillum Straight,,25.0,Fixed,,DEFAULT,11.0,201171125008,,,0,,No,No
P30PYNB3T7GBG,Mass Pipes Chillum Bent,,25.0,Fixed,,DEFAULT,14.0,201173125006,,,0,,No,No
6C7EGE1K4FSYG,Individual Kanger Coil - Single,,2.49,Fixed,,DEFAULT,0.9,201177102492,,,0,,No,No
VAH27M7JHNZ70,Individual Kanger Coil - Dual,,2.99,Fixed,,DEFAULT,1.25,201179102995,,,0,,No,No
K21YD6GMBK968,Tru Chalk Frit w/endcap,,59.0,Fixed,,DEFAULT,25.0,201183159008,GLASS-ENTHU-TRUCHALK,,1,,No,No
CAQYBX535TMZM,eGo-C Twist 900mah,,24.99,Fixed,,DEFAULT,11.49,201187124996,,,5,,No,No
